"JURISDICTION","YEAR","POPULATION","MURDER","RAPE","ROBBERY","AGG. ASSAULT","B & E","LARCENY THEFT","M/V THEFT","GRAND TOTAL","PERCENT CHANGE","VIOLENT CRIME TOTAL","VIOLENT CRIME PERCENT","VIOLENT CRIME PERCENT CHANGE","PROPERTY CRIME TOTALS","PROPERTY CRIME PERCENT","PROPERTY CRIME PERCENT CHANGE","OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
"Baltimore City","2010","639,927","223","266","3,361","5,502","7,646","16,626","4,421","38,045","-3.2%","9,352","24.6%","-3.6%","28,693","75.4%","-3%","5,945.2","-3.3%","1,461.4","-3.8%","4,483.8","-3.2%","34.8","41.6","525.2","859.8","1,194.8","2,598.1","690.9","-6.5%","68%","-10%","-1.6%","-2.9%","-3%","-4.7%"
"Baltimore City","2011","626,848","197","341","3,485","4,905","8,649","17,397","4,207","39,181","3%","8,928","22.8%","-4.5%","30,253","77.2%","5.4%","6,250.5","5.1%","1,424.3","-2.5%","4,826.2","7.6%","31.4","54.4","556","782.5","1,379.8","2,775.3","671.1","-9.8%","30.9%","5.9%","-9%","15.5%","6.8%","-2.9%"
"Baltimore City","2012","625,474","216","317","3,635","4,657","7,796","17,849","3,987","38,457","-1.8%","8,825","22.9%","-1.2%","29,632","77.1%","-2.1%","6,148.5","-1.6%","1,410.9","-0.9%","4,737.5","-1.8%","34.5","50.7","581.2","744.6","1,246.4","2,853.7","637.4","9.9%","-6.8%","4.5%","-4.8%","-9.7%","2.8%","-5%"
"Baltimore City","2013","622,671","233","298","3,755","4,471","7,440","19,329","4,462","39,988","4%","8,757","21.9%","-0.8%","31,231","78.1%","5.4%","6,422","4.4%","1,406.4","-0.3%","5,015.7","5.9%","37.4","47.9","603","718","1,194.9","3,104.2","716.6","8.4%","-5.6%","3.8%","-3.6%","-4.1%","8.8%","12.4%"
"Baltimore City","2014","623,513","211","245","3,740","4,236","6,966","18,419","4,504","38,321","-4.2%","8,432","22%","-3.7%","29,889","78%","-4.3%","6,146","-4.3%","1,352.3","-3.8%","4,793.6","-4.4%","33.8","39.3","599.8","679.4","1,117.2","2,954.1","722.4","-9.6%","-17.9%","-0.5%","-5.4%","-6.5%","-4.8%","0.8%"
"Baltimore City","2015","621,252","344","287","4,378","4,671","7,803","18,100","5,541","41,124","7.3%","9,680","23.5%","14.8%","31,444","76.5%","5.2%","6,619.5","7.7%","1,558.1","15.2%","5,061.4","5.6%","55.4","46.2","704.7","751.9","1,256","2,913.5","891.9","63.6%","17.6%","17.5%","10.7%","12.4%","-1.4%","23.5%"
"Baltimore City","2016","618,385","318","299","5,288","5,210","7,399","17,278","5,336","41,128","0%","11,115","27%","14.8%","30,013","73%","-4.6%","6,650.9","0.5%","1,797.4","15.4%","4,853.4","-4.1%","51.4","48.4","855.1","842.5","1,196.5","2,794.1","862.9","-7.1%","4.7%","21.3%","12.1%","-4.7%","-4.1%","-3.3%"
"Baltimore City","2017","613,217","342","385","5,926","5,874","8,056","17,365","5,184","43,132","4.9%","12,527","29%","12.7%","30,605","71%","2%","7,033.7","5.8%","2,042.8","13.7%","4,990.9","2.8%","55.8","62.8","966.4","957.9","1,313.7","2,831.8","845.4","8.5%","29.8%","13%","13.7%","9.8%","1.4%","-2%"
"Baltimore City","2018","605,436","309","367","5,130","5,415","6,074","17,102","4,389","38,786","-10.1%","11,221","28.9%","-10.4%","27,565","71.1%","-9.9%","6,406.3","-8.9%","1,853.4","-9.3%","4,552.9","-8.8%","51","60.6","847.3","894.4","1,003.2","2,824.7","724.9","-8.5%","-3.5%","-12.3%","-6.6%","-23.6%","-0.2%","-14.2%"
"Baltimore City","2019","597,239","348","325","4,903","5,610","5,434","16,650","3,949","37,219","-4%","11,186","30.1%","-0.3%","26,033","69.9%","-5.6%","6,231.8","-2.7%","1,873","1.1%","4,358.9","-4.3%","58.3","54.4","820.9","939.3","909.9","2,787.8","661.2","14.2%","-10.2%","-3.1%","5%","-9.3%","-1.3%","-8.8%"
"Baltimore City","2020","588,594","334","324","3,441","5,381","4,116","11,423","3,128","28,147","-24.4%","9,480","33.7%","-15.3%","18,667","66.3%","-28.3%","4,782.1","-23.3%","1,610.6","-14%","3,171.5","-27.2%","56.7","55","584.6","914.2","699.3","1,940.7","531.4","-2.6%","1.2%","-28.8%","-2.7%","-23.1%","-30.4%","-19.6%"
"Baltimore County","1975","642,154","27","153","787","503","8,312","22,950","2,992","35,724",,"1,470","4.1%",,"34,254","95.9%",,"5,563.2",,"228.9",,"5,334.2",,"4.2","23.8","122.6","78.3","1,294.4","3,573.9","465.9",,,,,,,
"Baltimore County","1976","642,369","22","155","730","1,095","8,205","22,930","2,834","35,971","0.7%","2,002","5.6%","36.2%","33,969","94.4%","-0.8%","5,599.7","0.7%","311.7","36.1%","5,288.1","-0.9%","3.4","24.1","113.6","170.5","1,277.3","3,569.6","441.2","-18.5%","1.3%","-7.3%","117.6%","-1.3%","-0.1%","-5.3%"
"Baltimore County","1977","643,363","26","169","751","3,229","8,868","22,326","2,892","38,261","6.4%","4,175","10.9%","108.5%","34,086","89.1%","0.3%","5,947","6.2%","648.9","108.2%","5,298.1","0.2%","4","26.3","116.7","501.9","1,378.4","3,470.2","449.5","18%","8.9%","2.7%","194.4%","7.9%","-2.8%","1.9%"
"Baltimore County","1978","641,120","29","185","846","3,755","9,001","22,431","2,720","38,967","1.8%","4,815","12.4%","15.3%","34,152","87.6%","0.2%","6,078","2.2%","751","15.7%","5,326.9","0.5%","4.5","28.9","132","585.7","1,403.9","3,498.7","424.3","11.9%","9.9%","13%","16.7%","1.9%","0.8%","-5.6%"
"Baltimore County","1979","639,872","23","196","1,085","3,945","10,138","24,572","3,306","43,265","11%","5,249","12.1%","9%","38,016","87.9%","11.3%","6,761.5","11.2%","820.3","9.2%","5,941.2","11.5%","3.6","30.6","169.6","616.5","1,584.4","3,840.1","516.7","-20.5%","6.2%","28.5%","5.3%","12.9%","9.8%","21.8%"
"Baltimore County","1980","651,337","26","190","1,223","4,456","11,793","25,663","3,287","46,638","7.8%","5,895","12.6%","12.3%","40,743","87.4%","7.2%","7,160.3","5.9%","905.1","10.3%","6,255.3","5.3%","4","29.2","187.8","684.1","1,810.6","3,940","504.7","11.1%","-4.8%","10.7%","11%","14.3%","2.6%","-2.3%"
"Baltimore County","1981","662,025","32","192","1,401","4,580","11,964","25,811","3,203","47,183","1.2%","6,205","13.2%","5.3%","40,978","86.8%","0.6%","7,127.1","-0.5%","937.3","3.6%","6,189.8","-1%","4.8","29","211.6","691.8","1,807.2","3,898.8","483.8","21.1%","-0.6%","12.7%","1.1%","-0.2%","-1%","-4.1%"
